Maizuru;IAA Osaka;40000
Maizuru;Aucnet Osaka;40000
Maizuru;ORIX Kobe;40000
Maizuru;SLC Kobe Nyusatsu;40000
Maizuru;SMAP Kobe;40000
Maizuru;Таа Hiroshima;55000
Maizuru;Honda Kansai;40000
Maizuru;BAYAUC;40000
Maizuru;Aucnet Wakayama;40000
Maizuru;LAA Kansai;40000
Maizuru;ZIP Osaka;40000
Maizuru;Aucnet Kyoto;40000
Maizuru;USS Okayama;47000
Maizuru;KAA;40000
Maizuru;Aucnet Okayama;50000
Otaru Port;SAA Sapporo;35000
Otaru Port;TAA Hokkaido;38000
Otaru Port;Arai Bayside Hokkaido Tomakomai;38000
Otaru Port;Honda Hokaido;38000
Otaru Port;Ju Hokaido Hakodate;48000
Otaru Port;Ju Hokaido Kitami;52000
Otaru Port;Ju Hokaido Kushiro;52000
Otaru Port;Ju Hokaido Obishiro;48000
Otaru Port;Ju Hokaido/Ashaikawa;51000
Otaru Port;Ju Hokaido Muroran Tomakomai;44000
Otaru Port;Ju Hokaido/Sapporo;35000
Otaru Port;Lum Hokaido Tamokamai;38000
Otaru Port;Lum Sapporo;45000
Otaru Port;Zero Hokaido;39000
Otaru Port;USS Sapporo;40000
Hakata Port;KCAA Fukuoka;35000
Hakata Port;JU Fukuoka;34000
Hakata Port;Aucnet Fukuoka;35000
Hakata Port;Honda Kyushu;34000
Hakata Port;ORIX Fukuoka;34000
Hakata Port;SMAP Fukuoka;34000
Hakata Port;SLC Kyushu Nyusatsu;34000
Hakata Port;TAA Kyushu;34000
Hakata Port;USS Fukuoka;34000
Hakata Port;Aucnet Kumamoto;41000
Hakata Port;JU Kumamoto;41000
Hakata Port;USS Kyushu;34000
Hakata Port;TAA Minami Kyushu;45000
Karstsu Port;KCAA Fukuoka;41000
Karstsu Port;JU Fukuoka;41000
Karstsu Port;Aucnet Fukuoka;41000
Karstsu Port;Honda Kyushu;45000
Karstsu Port;ORIX Fukuoka;41000
Karstsu Port;LUM  Fukuoka/Kitakyushu;52000
Karstsu Port;SLC Kyushu Nyusatsu;43000
Karstsu Port;TAA Kyushu;41000
Karstsu Port;Naa Fukoka;42000
Karstsu Port;USS Fukuoka;42000
Karstsu Port;Aucnet Kumamoto;56000
Karstsu Port;JU Kumamoto;56000
Karstsu Port;Zero Xakata/Kumamoto;51000
Karstsu Port;USS Kyushu;41000
Karstsu Port;USS Kyushu Kagoshima;49000
Karstsu Port;Isuzu Kyushu;54000
Karstsu Port;Sls Fukuoka;43000
Karstsu Port;Nps Fukuoka;42000
Karstsu Port;KCAA Fukuoka Ebino/Minami Kyushu;49000
Karstsu Port;KCAA Fukuoka Yamaguchi;49000
Karstsu Port;JU Fukuoka/Kagoshima;48000
Karstsu Port;IPA Fukuoka;56000
Karstsu Port;TAA Minami Kyushu;52000
